Name,Tokens
Robsten,asks promise seen beside travel bought like wonder see vah searching coming good store would expressing kara first figured girl true wild surprised stranded went bazaar man close far day seeing found returned never must dismisses sits cannot leader desert general also naboris explains set speculating comment part sneak still men traveler continues merchant negotiate allowed inside think commenting clothes around ever explain dangerous yet figuring beast discovered concludes speculates news sneaky breath afraid way farther gerudo pretty traveling dress cked speaks come divine whether sell n get group wearing quickly back allow character bos idea town wanted figure feel calm recall informs worry say claim 
Shaillu,asks something speaks arrow inside big seen behind clothes description around unable book sell broken apologizes uld end without n like wearing searching quickly reading good roof asking remembers someone relax counter discovered character kara p every always talk town speak manager set building sneaky focus tell comment girl breath look wild man recall anything type need conversation men way say bazaar gerudo know busy looking allowed 
Vilia,asks offer purchase fluster money according away wonder see learns vah warns apologize current bidding call clothing search store would dy exne kara headed attempt conviction invite consequently outfit enter assure tease look wild meal ago help several bazaar free farewell man saying initiate referring squeal atop enough claiming watch unable buy deal however appear donned make order accuse leader city general closer desert situation snuck creating forbidden heard handling gust began week also naboris explains set dressed affixing sandstorm wandering change leaf may rumored separately anything able disguise pair need immediately men face know suspect suggest 600 infiltrate full upon meet blow shy catch outside clothes different kicking without yell wind waiting compliment guard 200 directing disguised champion accepts beast talk assist monster main resistant temperature afterwards chief tell appearance breath reites giant charge gerudo speaking known emotion bonus speaks put toying rupee come divine entering strong piece lady prompt cking sell option revealing claim given n rtly wearing birth quickly happened heat instead flattered wear tone subject back journey excitement helpless name character vai traditional town trouble enjoy quest dismiss scorching adorable want informs woman time question say south veil entry 
Canolo,asks guidebook managed saving call plateau towards plan five wild chip disappear cucco attacked initiate across gold however found make oil side upset scaffolding ended anger still well separated go canola vegetable previously traveler know mentioned agrees read dangerous admits attacking rest waiting wish named thing path koukot decided breath type gerudo traveling specifically though home rupee heading option n abandoning exception could back complete character let quest escape express give missing thanks feeling canyon action friend stable 
Flaxel,asks managed saving feeder carry calling sore plateau five wild filthy chip disappear help attacked d initiate gold however found oil flaxseed sword point side ended save part mad separated whole face previously traveler know remark admits yell attacking rest waiting angry named path koukot scared decided tomorrow mind stopped breath saw way gerudo traveling southen bottom shield rupee piece leaving n decides hunter exception back complete character bring let quest escape give missing since thanks canyon action friend time stable going edge 
Ishto Soh,may shrine refer highland monk eponymous gerudo ancient designed 
Joloo Nah,may shrine refer highland monk eponymous gerudo ancient designed 
Keeha Yoog,speaks restoration year prior great ganon became entering role monk slate fade serf away n see wish sheikah entered goddess named champion someone fulfilled body reward orb following character ostracism enters prepare article resurrection first ancient blessing spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered overcoming help ordeal 000 constructed activated 
Kema Kosassa,restoration year prior great ganon became role monk slate fade serf away n see wish sheikah entered goddess named completes trial someone champion fulfilled body name reward orb following character ostracism enters prepare article resurrection first ancient spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered help 000 constructed activated 
Kihiro Moh,remain ballad year prior exclusively great ganon divine became third monk slate state appear fade serf rewarded n away must vah sheikah entered goddess pack completes champion someone point trial beast body emblem name reward following character collect ostracism naboris ex second enters prepare main afterwards quest first tell ancient dlc calty many breath wild threat shrine 10 bearing praise greeted song offered go help three 000 constructed activated 
Kuh Takkar,may shrine refer highland monk eponymous gerudo ancient designed 
Maypin,oasis seen prevent sand sell use found much like carry get create heat taking desert pack would packed competition character kara always stuck darner highland elixir comment tell donkey suggests breath wild canyon warm ware informs bug animal stable bazaar merchant gerudo damage traveling cold 
Moza,food spoken follows found n see desert apparent asking near accidentally back pot character appears smoke tell burnt breath wild shrine go meal woman learn cliff gerudo cooking signal 
Oliff,seen yu level swordsmanship reach would straight refer knee compare weak wild unaware ago flesh making attacked wields day great seeing however found never must ironically training sword bit hope member save still separated swordsman face traveler know legend something excuse year tale ever much rescuing especially ahem talk hyrule monster saved calty breath hero defended way gerudo traveling shield legendary old dusty seem n group fisherman relief modern complete region character highland got quest area one prattling thank leave feel missing amazed canyon action hundred said take stable 
Palme,breath character wild 
Piaffe,offer inside heart double inn recover chance rest ability character also highland manager horse board breath wild canyon bed stable gerudo 
Pirou,asks rushrooms stating normal like see repeat would business eat win count containing first eats speed five wild knew went rushroom day market offering buy found people 55 total tired side number also explains diamond happily many climb go thought 330 cliff accept another picking year behind random place customer around double explain use chest batch grow energy later every talk exclaim promised speak tell breath exchange inventory younger gerudo rush speaks matter rupee come old return left sell race pay brought begin back complete brings character tend trouble quest treasure give feel want thanks canyon time value question stable say claim going used common 
Sasa Kai,restoration year prior great ganon became role monk slate fade serf away n see wish sheikah entered goddess named completes trial someone champion fulfilled body name reward orb following character ostracism enters prepare article resurrection first ancient spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered help 000 constructed activated 
Sesami,asks health liability seen saving nightmare suffer danger caring uld away like wonder see slay art clothing would expressing even bluntly forest unsure plateau reflects rescue horse enter talking parting lesson wild soon reality initially man considering saying day great reveals found safe never must make dismisses order desert life sword learned side lied fighter eldin hear also explains anger worried save venture still right separated jumped wed go mix immediately thought know legend meet ming think place happens mean explain without much rescuing belief made ishes angry wish joke martial named koukot lost exists talk speculates monster hyrule glad temperature saved tell breath mythical moment hero way longer receives gerudo speaking emotional wood night opening legendary love rupee come fairy live strong return whether friendship n get others stop quickly happened importance vulnerable could instead ran came helped complete brings region character idea messing got toward rewg let confuse quest slaying one express give sleep missing dramatically thanks person canyon swing four really action friend value question stable say 300 take add realize going 
Sho Dantu,may shrine refer highland monk eponymous dantu gerudo ancient designed 
Suma Sahma,speaks restoration year prior great ganon became entering role monk slate fade serf away n see wish sheikah entered goddess named champion someone fulfilled body reward orb following character ostracism enters prepare article resurrection first ancient blessing spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered overcoming help ordeal 000 constructed activated 
Falmark,asks offer giving according travel famous sand carry see would event told better plan enduring along enter snow wild summit share initially attacked surfer saying height fear apply impress great seeing former claiming climbing however assures rice make sits surf break expected life refers mountain also surg happiness save worried comment light originally seems become climb may well wolf go ride recommends know traveler another strength tip young upon table skeleton ruin inside hill obsessed around happens momentarily remark imagining much enemy wish road example rather east champion someone later competition ask saved age encountered north breath planning afraid participate walk easier shield though snowfield rupee admit hears lady n story kid hebra rito care ball terrain village head journey back name tougher character bring got one thank give wooden difficulty consider since want feeling staying informs veggie take stable remembering held claim prepares 
Teba,forget seen successful away vah range draw wife alone protects current ready assault battle taken injured freed first target five wild praise help making aim preparation arrow ganon found regular groaning cannon son test nearby remind archery fight hit need corruption forced suggesting pain meet exit place bomb chest best allows le ankle beast destroys stand mir assist tell flight calty breath retreat medoh mission three depending attack falcon effect divine come hears whether leaving recover warrior story rito village back character childhood got bow treasure one give skill minute bundle challenging recovering four 20 friend leg take 
Tulin,promise offer stating disagrees away vah range repeat good alright neat father would dad anytime told located count practice better invite succeeds mother asked target true fledgling wild countdown knew soon help large day answer hurt great enough watch found never must eventually break point hope greets happily ut met work turn still remember go greeter able sometime ride recognizes child course agrees broken healed platform asking flying later beast excited bringing ally prize stand talk promised tell age flight responds breath gotten direction likewise hero medoh way w lie home concerned rupee come divine ots state n warrior kid rito begin could village came silver back amount name character response got play let bow thank give trick amazed want since appeased progress time said take say 
Goma Asaagh,restoration year prior great ganon became role monk slate fade serf away n see wish sheikah entered goddess named completes trial someone champion fulfilled body name reward orb following character ostracism enters prepare article resurrection first ancient spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered help 000 constructed activated 
Hia Miu,restoration year prior great ganon became role monk slate fade serf away n see wish sheikah entered goddess named completes trial someone champion fulfilled body name reward orb following character ostracism enters prepare article resurrection first ancient spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered help 000 constructed activated 
Kiah Toza,remain ballad year prior exclusively great ganon divine became third monk slate state appear fade serf rewarded n away must vah sheikah entered goddess pack completes champion someone point trial beast body emblem name reward following character collect ostracism ex second enters prepare main afterwards quest first tell ancient dlc calty many breath wild threat shrine 10 bearing praise greeted song offered medoh go help three 000 constructed activated 
Maka Rah,may hebra shrine refer mountain monk eponymous designed ancient 
Mozo Shenno,restoration year prior great ganon became role monk slate fade serf away n see wish sheikah entered goddess named completes trial someone champion fulfilled body name reward orb following character ostracism enters prepare article resurrection first ancient spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered help 000 constructed activated 
Noe Rajee,remain ballad year prior exclusively great ganon divine became third monk slate state appear fade serf rewarded n away must vah sheikah entered goddess pack completes champion someone point trial beast body emblem name reward following character collect ostracism ex second enters prepare main afterwards quest first tell ancient dlc calty many breath wild threat shrine 10 bearing praise greeted song offered medoh go help three 000 constructed activated 
Qaza Tokki,speaks restoration year prior great ganon became entering role monk slate fade serf away n see wish sheikah entered goddess named champion someone fulfilled body reward orb following character ostracism enters prepare article resurrection first ancient blessing spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered overcoming help ordeal 000 constructed activated 
Rok Uwog,may hebra shrine refer mountain monk eponymous designed ancient 
Selmie,guidebook popular according unconfirmed easily practically danger display apparently sand tabantha condition toll item word marry post ready game clothing would spot due even probably bluntly implied explaining unexperienced better needlessly talking sport accessible designed culture note extremely wild forgotten kill mini next surfable wing radiant unaware help relic passioe making notebook surfer saying d far answer pas avoid great reveals aware radical discover however stylish found safe reckless people significance fellow prove make guardian ironically never surf serious desert tired proposes life newcomer mountain owner rarity death unprepared lead heard also surg set wn addition youth many form realistic quite well flimsy shrug snowy ride talented among traveler thus indicating know foot fliar suggest dying overall circle young upon something meet unfliar course trailhead outside place living different remark without getting made rest guard best asking lodge mention poor lost encourages durability somewhat passion presbly seal witnessed already royal hyrule prepare rare downhill main little saved transportation calty north breath enthusiastically historical hiking warm capable refusing including type currently way tundra w gerudo surprising mature rough unheard cold flag ideal shield though rospro legendary put snowfield learning harsh proudly fireplace became entering baumer leaving end state left province n happen kid lacking hebra wearing acquired design back commonly name mountaineer region character ive awareness style response certain duchess traditional town vai likely trouble sense one give experienced skill ancient renting tragic retired collector woman steel safety guide stable consisting lizal handle considers conscious common 
Sha Warvo,may hebra shrine refer mountain monk eponymous designed ancient 
Shada Naw,may hebra shrine refer mountain monk eponymous designed ancient 
To Quomo,speaks restoration year prior great ganon became entering role monk slate fade serf away n see wish sheikah entered goddess named champion someone fulfilled body reward orb following character ostracism enters prepare article resurrection first ancient blessing spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered overcoming help ordeal 000 constructed activated 
Danton,d forget big day resident snowfield beside sit belongs obtained extravagant never needed quickly sleeping would sword name pot seal even thinking character amazing still snowing note darkness breath calm wild wed next reference thought w stable say move mored start cooking 
Harlow,saying night willingly day snowfield beside think sit agrees love annoyed encourage much like rest kind quickly pursuit adventure cannot scrubbing floor clean instead sword seal pot obtains exists fascied character hope keeping one tell snowing note dark power darkness breath worker wild swordsman next hero overhear need conversation help w stable say ventured move wield start cooking 
Harry (Breath of the Wild),mentioned exploring child snowfield day lived elderly live around returned never see adventurous took maze wife labyrinth looked care mate test courage male ancestor husband harry character likely better stall lo article play sent horse determined one spirit north breath mary wild track befriended next reference currently take stable similar adventure descendant 
Juannelle,breath character region wild snowfield juane hyrule tundra stable tabantha found n 
Mary (Breath of the Wild),ruin mentioned child snowfield day lived elderly live around see adventurous took wife looked care apparent mate tanagar death lost ancestor husband harry character likely better stall article play female horse footing one determined spirit breath mary wild canyon investigating befriended track next fell reference currently take stable similar adventure descendant 
Monkton,ruin resident snowfield beside overcame reveals listen around playing ever losing dangerous tragically two story kid maze grieve inquires grief nearby tanagar noting trying reminisce warned search came even thinking harry character childhood also base ask stall horse tell despite daring asked listening still last explore sleep breath mary may wild recall retired canyon go saw memory friend perilous fell time longer stable cliff plagued slipped descendant 
Rin Oyaa,may shrine refer tundra monk eponymous designed ancient tabantha 
Sha Gehma,may shrine refer tundra monk eponymous designed ancient tabantha 
Varke,breath character wild 
Ariane,saying night spoken inside day morning great sit outside sweep come reveal directs appear beautiful like rito service nearby village ground lost name counter character explaining also ask front weather breath worker sunny wild look want disappointed bed provide need stable say 
Bareeda Naag,may shrine refer monk eponymous designed ancient tabantha frontier 
Cree,asks rock according warbler gather bought wonder vah condition alone recital call us weird due probably along first visit salmon mother note trip five wild planned went help throughout day initiate listen however found returned make laughed lyric rehearsal life goat daughter appeared join meunière unearth scary upset hear entrance also sudden wrong run worried everyone hearty stage wed go whole supposed know sing elder none long child catch explain needier much admits getting angry rest forgetting butter taking demanding beast pond bringing always performed tell appearance happy accordion ingredient breath house shrine medoh song falcon cked speaks night cry home singing divine chaos fly playing n calmed rito fourth care high reminds causing village near back somewhere character kitchen likely refuse quest give express leave sleep suggestion since sister together nest fun slippery looking 
Dunba Taag,may shrine refer monk eponymous designed ancient tabantha frontier 
Galli,breath character wild 
Gee Ha'rah,may shrine refer monk eponymous designed ancient tabantha frontier 
Geggle,breath character wild 
Genli,breath character wild 
Gesane,might dialog get vah order guard rito defeated village side lowest character entrance speak quest first breath wild need rohta face start 
Kah Okeo,may shrine refer monk eponymous designed ancient tabantha frontier 
Kaysa,npc playfully becomes advance uld tabantha like infatuation prospect first attempting note tease recurring unaware available zelda making lack great enough offering returned needed accuse flirting reward also delight upgrade bridge able immediately series location legend meet spoken sidequest living recompense enhances tient inviting blush chide appears determined hint exchange pressed reference known whereas declining rupee insists live armor end 500 cute gift subject journey name region character smitten thank material give fountain jokingly view requested stable locate fairy frontier 
Kheel,asks big rock alongside sky appeal warbler monk poppy uld vah calling warns ditching correspond recital father probably told count practice convinces invite along bid salmon mother note surrounding look wild rise gone jerk help start d day tough listen unable found lyric make order rehearsal life ground meunière side scary upset korok explains ut met turn leaf go pillar know suspect performing sing elder allowed something noise behind think rebuked sibling might act agrees mean pedestal wind stone platform believing beast line already open puzzle goodbye tell happy passed suggests breath swinging shrine door medoh song phenomenon sung similar rampage singing accordian divine come return sell n rehearse stop rito begin could instead helping village near yelling head back case character kitchen quest sense one ancient give directioin want since sister thanks swing appeased together clue nest perform fun time question say take going looking 
Kotts,breath character wild 
Lanno Kooh,speaks restoration year prior great ganon became entering role monk slate fade serf away n see wish sheikah entered goddess named champion someone fulfilled body reward orb following character ostracism enters prepare article resurrection first ancient blessing spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered overcoming help ordeal 000 constructed activated 
Lester,upon spoken rupee goron rito begin spice side reward receiving request character bring curry quest breath worker wild ail stable 50 
Modar,breath character needed wild reference name 
Molli,breath character wild 
Notts,breath character wild 
Pondo,rupee outside found like round hebra blizzard patting lodge try would reward character talk ask subsequent first give rod breath wild bowling bowl 20 ste 300 snowball 
Ponthos,breath character wild 
Rona Kachta,speaks restoration year prior great ganon became entering role monk slate fade serf away n see wish sheikah entered goddess named champion someone fulfilled body reward orb following character ostracism enters prepare article resurrection first ancient blessing spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered overcoming help ordeal 000 constructed activated 
Shae Loya,may shrine refer monk eponymous designed ancient tabantha frontier 
Sheem Dagoze,may shrine refer monk eponymous designed ancient tabantha frontier 
Tena Ko'sah,restoration year prior great ganon became role monk slate fade serf away n see wish sheikah entered goddess named completes trial someone champion fulfilled body name reward orb following character ostracism sah enters prepare article resurrection first ancient spirit calty slumber breath well wild threat ko shrine 10 bearing praise greeted offered help 000 constructed activated 
Voo Lota,may shrine refer monk eponymous designed ancient tabantha frontier 
Akh Va'quot,may rito shrine refer monk eponymous village designed ancient 
Amali,asks big lighter language warbler away like wonder vah calling wife parent recital call considers practice gathering relieved better stay necry talking eats salmon youngest dark five wild acknowledges gone jerk far initiate bigger encounter watch however found safe make cannot life daughter appeared anywhere childen side husband pot ease hope usually explains possibility set turn muenière still audience go thought know 50 cooking sing ish upon inside mus think child place around ever needier use much spare getting made wish grief platform beast encourages bringing cook ask afterwards tell mind ingredient breath shrine medoh letting matter singing home rupee divine insists return whether fly kid stop rito could causing village near back character personal worrying quest give feel minute usual want since thanks sister appeased worry nest time question say future 
Bedoli,asks spoken home day seen divine admitting started becomes singing old directs live initiate around return mean however claim half tabantha found wonder vah rest rito sings embarrassing word landing recite remembers village near relax learned beast excited heard unsure character located every teach approach second citizen afterwards quest comment sigh ancient everyone terrible remember breath look wild appeased sure together shrine able memory whole medoh song time help speaking initially realize walking sing frontier 
Cecili,full speaks night offer manages asks morning though fully agrees sun however inn remark option slept never wonder whenever two made getting rest woken stop wish rito care tired energy reason village dream feather character eat noon greet hope middle refuse greets enters explains ask sweet roost thank late tell visiting guarantee asked sleep leaf breath want feeling wild pleasant well using purchased rested bed swallow tailfeathers informs time wake take traveler stable standard claim stopping 
Harth,home hurt great divine quality ganon place lose claiming craftsman crafting ever uld found recover warrior vah needed order rito break craft service village champion sigure business beast wood character bring stay childhood ask diamond freed bow assisting concern tell one despite calty bundle new willing breath five wild arm holding including able worry friend medoh swallow receives corruption used eagle attacked elder 
Huck,saying purchase though higher inside glued crafted divine outside gear shirt armor formidable found snowquill like warrior nearly advertising vah made simply wish hebra rito expectation quickly baby product encouraged mountain rather village champion male later beak beast head soft molted feather tamed p member elevation plge taken set advises first pitch talking tell asked impossible ritos protect breath wild brazen go medoh add slippery continues mature considers used falcon tribe 
Jogo,breath character wild 
Juney,breath character wild 
Kaneli,breath character wild mentor chieftain rito village chief warrior 
Laissa,breath character wild 
Mazli,upon asks keep rock welcoming sky divine come demoralizing ots around inhabbitants fly perched support low seem like warrior see vah guard rito good high flew village would protected flying ground beast back inch meeting character hear talk mood entrance explaining toward let tell leaf asked still stopped responds although breath since wild wed check appeased anything hero surprised medoh time thankful face w say said moved going weight 
Misa,breath character wild 
Nekk,purchase offer visitor armor different sell possibly snowquill n wonder rito remembers congrate village beak climate exist character located p run prepare set north breath extremely wild else dye brazen entire recommends color stock another cold 
Saki,asks keep forget peace resident gratitude normal gather hearing vah range calling wife word good everything would straight event meeting explaining told relieved headed base first mother despite asked true fledgling wild memory fearing went conversation help staring sound weapon window saying arrow day initiate pas apologizes found safe otherwise training cannot landing ten mountain telling point husband recovered hear wrong run ended concern hesitate fight still may anything continues another elder none think might directs bomb perched mean use dangerous much named believing rather injury champion beast stand hesitantly ask open tell age flight beyond happy stopped breath house hero reunited alive medoh dronoc home divine insists come return left understand warrior hebra rito begin flap village back brings character likely play express give leave want thanks since sustained appeased time horrible said take say memorial descendant 
Verla,breath character wild 
Gruve,asks unison managed ploymus equipped buried beautiful like see reflection call bidding search would spot event diving meeting receiving plateau either stuck ascend invite ear first statue peering trip surrounding fatal five wild weigh next push reassert tribe desire water prior great atop climbing inform however asleep found fulfilling make needed philosophy accuse top sheikah try carried mountain situation learned point side jumping lead favorite reward request zora beauty hope also patrolling member via actual form bridge able tasking developed previously corruption activated upon full spoken rose waterfall fleet mean explain dangerous without much lanayru decide dive jump goddess asking trying later stand shatterback exclaim northwest goodbye tell breath plight pressed inventory capable fell saw reference inogo w speaking successfully speaks though duty deaf armor return groove reintroduce option neglected n warrior causing excitement name character tower river quest employed fall give seed lotus person space domain time 
Ledo,ruin asks heading upkeep encourage gather found given repair two repairing stone ten luminous loud moor amount side reward tasked character zora count entrance gathering explains diamond river afterwards quest first one conducting seek give bridge arriving encountered apprentice requires breath thanks wild domain trade inogo time unlocks garrison large ensure 
Tona,d meet water chatting travel level found lanayru call near tone encourages name character zora tower base second river first swimming bridge breath wild domain time inogo upstream derived 
Tottika,chosen seen great recruit warrior wish guard sword silverscale character zora tell new become spear breath wild domain worthy holding add weapon existence 
Tula,asks seen nonstop floating period vah calling searching call defeated even probably thinking towards ordered taken ck impossible club wild bold help man arrow water great watch however priority apologizes found top sheikah point side request zora hope sudden explains geezer weather turn outsider appease bridge seems well go need know elder something meet aback appeases outside around mean remark without magnificent waiting ruta wondering east pond beast exclaims encourages ot ally prince president enters ask speak apologizing tell swimming stopped breath distaste shrine moment hero fan inogo way cheer though singing divine perfect mush playing bad n grant lake calmed stop pack near reservoir timing intend brings character idea tower extended let express give since thanks domain appeased fun time realizes say running splashing touch 
Eryck,site attempted offer beside southern encounter linebeck rabia unable state island found n lanayru cross coming self voice curiously east search widest interest lost campfire journey discovery detail heard camp character zora bank located tower tree also river northwest first visit give despite resting reigniting rutala north breath plight wild domain direction informs landmark reality plain way underneath traveler erroneously 
Dagah Keek,speaks restoration year prior great ganon became entering role monk slate fade serf away n see wish sheikah entered goddess named champion someone fulfilled body reward orb following character ostracism enters prepare article resurrection first ancient blessing spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered overcoming help ordeal 000 constructed activated 
Mezza Lo,may shrine refer great spring monk eponymous designed ancient lanayru 
Rucco Maag,may shrine refer great spring monk eponymous designed ancient lanayru 
Sidon,asks gray popular king aid confronts becomes hard stating vigorously cutscene resemble normal gather escort congrates vah word ahead remembers reach game would father stationed generation perfectly even fact caused following predecessor battle resoe victory greek dialogue si elixir first statue ck alterively 100 listening changed note surrounding status wild rise exclaiming threatening ralis unworthy recurring ago help reflect free origie quell zelda completed source within bog d arrow je day water great mechanical encounter ganon burst claiming introduction crafting however tad weakness apologizes found appear musical text dam make ending needed kingdom square son stolen appeared princess guest husband destroying lead miss request hear zora hope room usually activating greets also rain stair save work throne comment proud loved sea bridge gifting still originally well accepting go among present series al legend recovery young meet q year behind act commenting agrees outside catch place riding around different video without commending wish lingering inviting control voiced platform ruta thanking voice east champion reminisce beast encourages preparing stand acknowledged prince electro second monster main appears god board swimming calty wisdom miracle encountered proclaim breath enthusiastically suddenly hero moment crisis instantly reference fan inogo way poseidon emotional major fit attack directed assistance put though speaks gaze home love night come divine insists visitor stated elderly proceeds armor return closely brother electricity understand lake n firing get slightly high design instead helping could zeldadungeon nintendo reservoir head back realizing name silence died character catching approach berates town river play dearly actor quest one give spirit express feeling sister domain mortellaro red director together english action defends time thankful take say claim future walking 
Soh Kofi,restoration year prior great ganon became role monk slate fade serf away n see wish sheikah entered goddess named completes trial someone champion fulfilled body name reward orb following character ostracism enters prepare article resurrection first ancient spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered help 000 constructed activated 
Torfeau,meet rupee divine directs saving wait n calmed make vah guard ruta nearby defeated beast pond side defeat character zora flooded hear agreeing assist relieved ask multiple recognize quest one thank give 100 appease bridge spear x breath wild domain threat dispatched shrine ralis inogo help unlocks giant wields 
Bazz,asks big identity seen frequently fluffy admired calming uld blade protecting vah swordsmanship word art password father would due even trained better plan introduce first ck 100 asked wild forgotten ago share start wields completed arrow answer brigade reveals past confirmed unable however make training leader sleeping test princess debt blue heard taught hear zora room also explains met throne still believe bass spear remember become able fliar young difficult child year guess relationship placing belief beloved guard asking ruta thing beast ally recognize main passed breath sure younger included speaking successfully ref captain cked though divine revealing bad decides job cause cloud derived silverscale name character trouble correct quest elaborate person thanks domain hundred clear question white handle considers convinced 
Cleff,asks purchase vah coming item warns pkeep store business due persoty first ck asked match dark wild help share initially close arrow excitable great reef buy f weakness musical make serious fresh general zora also demeanor run explains worried many symbol traveler accept fish spoken mart explain remark belief clef ruta swift thing beast p careful tell breath longer stock night whatever admit divine end sell electricity calmed derived tone name character coral violet contrast one grab improving want since sister domain going encouraging 
Dento,saying speaks offer lightscale answer peace divine trident rt according annoyance becomes piece mart loss ever history without found much repair like calmed cost untrusting made vah rest repairing eventually break ruta reason hammerhead beast repaired due workp hostile character zora located towards curt relieved diamond one part leave new spear flint breath five wild domain ceremonial four initially born elder 
Dunma,asks popular socialable seen trident according away wonder see vah call father meeting introduce first 100 note information welcome instructs wild orry spouting wields man granddaughter water understood formal sun however daughter carried remind zora room explains female comment observant throne spear among elder meet year ruler belief guard offended le ruta beast excited interrupt always ask tell age mind stopped breath direction younger speaking though lightscale duty divine received old reveal clarifies n calmed get reminds manner character give since domain time say looking 
Finley,asks reply sometimes nonsense easily except apparently introducing uld like carry laugh vah release discussing ready special would safely following told either bank delivery throw first mother listening girl asked wild knew next soon halfway growth help large man saying forever far water initiate great reveals claiming swim gold deal found report never two make muscle kind servant break notice cannot spurt side lied favorite request upset zora taller also condescending explains venture pen many everyone still climb treat go pick thought location traveler container know questioned important arrived young food meet child sibling agrees doubt around lament ever admits belief statement waiting wish yet grow named ruta thing decided beast encourages hello prince talk promised tell gorgeous soul age lift sasan breath encouragement winder corresponding build sure hero saw way receives tossing traveling speaks send night letter love rupee divine received pursue ley whoever fast buff communicates claim follow awkward n decides story kid begs mate cute reminds head back realizing name excitement helped character arrives warning river let sent bottle quest fall one thank express give sleep since person want domain thanks awful appeased bed fun woman time take running say flipper sender fairy going pal 
Fronk,asks offer gratitude uld away wonder vah wife apologize call store describes even stay towards selling talking mother apprentice true wild went help day rage burden reef however working apologizes found returned repairing smithy general carried side anymore zora began wandering overwhelmingly still go pillar unlocks fish wd child scrio explain spends placing belief made wish believing ruta champion beast scold composed tell breath hero speaks though appreciative started divine lively conversing lake get swell fishing manner case character catching coral multiple river quest rampaging express thanks domain appeased hammering cheerful worst time say 
Gaddison,mikau offer managed big seen sky level fire wonder calling vah sore would due even first ck 100 changed asked note tourist wild praise ago watching spouting share move arrow water great brigade climbing crowd watch inform however chat history found report ending must dismisses gug notice son mountain ground tarrey side request zora work youth part bridge still wielding spear recognizes supposed lulu year waterfall akkala grateful done guard wary ruta piloting east later receive beast talk sight age calty stopped breath concerned divine heading return whether left bad n lake calmed brought stop job quickly reservoir name character en approach eye town refuse play quest rtcut crossing domain friend time gate clear realizes asserts 
Jiahto,upon put though identity limited prior divine admit outside old return book history found preserve study never n calmed misjudged vah condition stone reading ruta degraded death back beast realizing side reward character zora proclaims forgive properly agreeing explains recognize historian monument introduces diamond quest first worried thank give despite age breath want content wild domain studying 10 help initially statement 
Kayden,long something remain married year divine ley past inform however inn advertising two vah begin modulation cut service daughter instead ruta voice inflection professional beast name character zora seabed stay also childhood cadence ask run recognize explains first topic 100 breath wild domain approached appeased together friend ago start derived 
Keye,asks child seen divine respond around lament jab brother playing found much away practicing calmed vah alone jump high ruta ground father beast character zora bit talk towards also reserved stranger dialogue ask first statue tell mother leave spear breath wild domain rude stick move forbade 
King Dorephan,asks promise seen giving king aid trident heir oblite plaguing difference easily danger permission uld disagrees wonder acknowledge vah coming abusing discussing remembers us father silenced waist meeting tasked agreeing fighting battle introduces first horde ck swayed welcome wild forgotten surprised praise soon memory recurring effort help instructed spouting move zelda blame wield attacked within close saying arrow water reported great ganon seeing past claiming watch however possession two must prove ding civilization needed eventually rainfall square make sheikah life son daughter try princess death urge sword husband telling reward zora hope opposed room also band risk explains set work studied throne proud soldier sea many appease leaf swallowed power may well assembly recognizes series legend perhaps year scrio tutor around ruler slate pointing without much behalf dilemma destiny done belief made aside 200 compliment create control ruta ability champion lost beast bringing destroys discovered prince talk already hyrule speak monster regaining gathered appears tell age mind calty although breath pleads doomed endless heavy hero decision alive w performance letting electric cked assistance matter put lightscale cheer divine come pilot laser armor return state end killed given n warrior decides brought faith care useful helping onto confusion back realizing overflowing supply allow character identifies likely nostalgia refuse let area ancient give flood pause accuses thanks recall domain sister appeased worthy together using air friend downstream time realizes say future 
Kodah,asks standing inn uld away like wonder vah abruptly warns remembers even bank lot century talking asked welcome wild next soon went ago help making married linny prior ganon reveals unable discover however searched apologizes pausing choose notice daughter owner nearby princess zora rain loved fight still believe leaf remember well sometime need nickname thought present know gave elder long something spoken year catch yesterday around mean without heal much angry waiting wish yet older spoke named asking ruta champion exclaims beast real adult prince seabed afterwards apologizing zoras tell ruckus calty stopped passed last breath pleads hero way terrible everywhere cked though insists divine wound ley old embarrased stole n appeasing happened begin could back name character response wanted dearly fallen one thank figure feel council since thanks sister domain appeased really hundred time said question say held piloted 
