Word,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
innocent,1,0,0,0,0,0,0,0,0,1
innocently,1,0,0,0,0,0,0,0,0,0
innocuous,1,0,0,0,0,0,0,0,0,0
innovate,1,0,0,0,0,0,0,0,0,0
innovation,1,0,0,0,0,0,0,0,0,0
inoculation,0,0,0,1,0,0,0,0,0,1
inoperative,0,1,1,0,0,0,0,0,0,0
inquirer,1,0,0,0,0,0,0,0,0,0
inquiry,1,0,0,1,0,0,0,0,0,0
inquisitive,1,0,0,0,0,0,0,0,0,0
insane,0,1,1,0,0,1,0,0,0,0
insanity,0,1,1,0,1,1,0,1,0,0
insecure,0,1,1,0,0,1,0,1,0,0
insecurity,0,1,0,0,0,1,0,0,0,0
inseparable,1,0,0,0,0,0,1,0,0,1
insidious,0,1,1,0,1,1,0,0,0,0
insignia,1,0,0,0,0,0,0,0,0,0
insignificance,0,1,0,0,0,0,0,0,0,0
insignificant,0,1,1,0,0,0,0,1,0,0
insipid,0,1,0,0,0,0,0,0,0,0
insolent,0,1,0,0,0,0,0,0,0,0
insolvency,0,1,0,0,0,1,0,1,1,0
insolvent,0,1,0,0,0,1,0,1,0,1
inspector,1,0,0,0,0,0,0,0,0,0
inspiration,1,0,0,1,0,0,1,0,0,0
inspire,1,0,0,1,0,0,1,0,0,1
inspired,1,0,0,0,0,0,1,0,1,1
instability,0,1,0,0,1,1,0,0,0,0
install,0,0,0,1,0,0,0,0,0,0
instigate,0,1,0,0,0,0,0,0,0,0
instigation,0,1,0,0,0,0,0,0,0,0
instinctive,1,0,1,0,1,1,0,0,0,0
institute,0,0,0,0,0,0,0,0,0,1
instruct,1,0,0,0,0,0,0,0,0,1
instruction,1,0,0,0,0,0,0,0,0,1
instructions,0,0,0,1,0,0,0,0,0,1
instructor,1,0,0,1,0,0,0,0,0,1
instrumental,1,0,0,0,0,0,0,0,0,0
insufficiency,0,1,1,0,0,0,0,0,0,0
insufficient,0,1,0,0,0,0,0,0,0,0
insufficiently,0,1,0,0,0,0,0,0,0,0
insulation,0,0,0,0,0,0,0,0,0,1
insult,0,1,1,0,1,0,0,1,1,0
insulting,0,1,1,0,1,1,0,1,0,0
insure,1,0,0,0,0,0,0,0,0,1
insurgent,0,1,0,0,0,0,0,0,0,0
insurmountable,0,1,0,0,0,1,0,1,0,0
insurrection,0,1,1,0,0,0,0,0,0,0
intact,1,0,0,0,0,0,0,0,0,1
integrity,1,0,0,0,0,0,0,0,0,1
intellect,1,0,0,0,0,0,0,0,0,0
intellectual,1,0,0,0,0,0,0,0,0,0
intelligence,1,0,0,0,0,1,1,0,0,1
intelligent,1,0,0,0,0,0,0,0,0,1
intend,0,0,0,0,0,0,0,0,0,1
intended,1,0,0,1,0,0,0,0,0,0
intense,1,1,1,0,1,1,1,0,1,1
inter,0,1,0,0,0,0,0,1,0,0
intercede,0,0,0,0,0,1,0,1,0,0
intercession,0,0,0,0,0,0,0,0,0,1
intercourse,1,0,0,0,0,0,0,0,0,0
interdiction,0,1,0,0,0,0,0,0,0,0
interest,1,0,0,0,0,0,0,0,0,0
interested,1,0,0,0,1,0,0,1,0,0
interesting,1,0,0,0,0,0,0,0,0,0
interference,0,1,0,0,0,0,0,0,0,0
interim,0,0,0,1,0,0,0,0,0,0
interior,1,0,0,0,1,0,0,0,0,1
interlocutory,1,0,0,0,0,0,0,0,0,0
interlude,1,0,0,0,0,0,0,0,0,0
interment,0,1,0,0,0,0,0,1,0,0
interminable,1,1,1,1,0,0,0,0,0,0
intermission,0,0,0,1,0,0,0,0,0,0
interrogate,0,0,0,0,0,1,0,0,0,0
interrogation,0,0,0,0,0,1,0,0,0,0
interrupt,0,1,1,0,0,0,0,0,1,0
interrupted,0,1,0,0,0,0,0,1,0,0
intervention,1,1,0,0,0,0,0,1,0,0
interviewer,0,0,0,0,0,1,0,0,0,0
intestate,0,1,0,0,0,0,0,0,0,0
intestinal,0,0,0,0,1,0,0,0,0,0
intimate,1,0,0,1,0,0,1,0,0,1
intimately,0,0,0,1,0,1,1,0,0,0
intimidate,0,1,0,0,0,1,0,0,0,0
intimidation,0,1,1,0,0,1,0,0,0,0
intolerable,0,1,1,0,0,0,0,0,0,0
intolerance,0,1,1,0,1,1,0,0,0,0
intolerant,0,1,1,0,1,1,0,1,0,0
intonation,1,0,0,0,0,0,0,0,0,0
intoxicated,0,1,0,0,1,0,0,0,0,0
intractable,0,1,1,0,0,0,0,0,0,0
intrepid,1,0,0,0,0,0,0,0,0,0
intrigue,0,1,0,1,0,1,0,0,1,0
intruder,0,1,1,0,0,1,0,0,1,0
intrusion,0,1,0,0,0,1,0,0,0,0
intrusive,0,1,1,0,1,1,0,0,1,0
intuition,1,0,0,0,0,0,0,0,0,1
intuitive,1,0,0,0,0,0,0,0,0,0
intuitively,0,0,0,1,0,0,0,0,0,0
invade,0,1,1,0,0,1,0,1,1,0
invader,0,1,1,0,0,1,0,1,0,0
invalid,0,0,0,0,0,0,0,1,0,0
invalidate,0,1,0,0,0,0,0,0,0,0
invalidation,0,1,0,0,0,0,0,0,0,0
invalidity,0,1,0,0,0,0,0,0,0,0
invariably,1,0,0,0,0,0,0,0,0,0
invasion,0,1,1,0,0,0,0,0,0,0
inventive,1,0,0,0,0,0,0,0,0,0
inventor,1,0,0,0,0,0,0,0,0,0
investigate,1,0,0,0,0,0,0,0,0,0
investigation,0,0,0,1,0,0,0,0,0,0
invigorate,1,0,0,0,0,0,0,0,0,0
invitation,1,0,0,1,0,0,0,0,0,0
invite,1,0,0,1,0,0,1,0,1,1
inviting,1,0,0,1,0,0,1,0,1,1
invocation,0,0,0,1,0,0,0,0,0,1
invoke,0,0,0,1,0,0,0,0,0,0
involuntary,0,1,0,0,0,0,0,0,0,0
involution,0,1,1,0,0,0,0,0,0,0
involvement,0,0,1,0,0,0,0,0,0,0
irate,0,1,1,0,0,0,0,0,0,0
ire,0,1,1,0,0,0,0,0,0,0
iris,0,0,0,0,0,1,0,0,0,0
iron,1,0,0,0,0,0,0,0,0,1
irons,0,1,0,0,0,0,0,0,0,0
irrational,0,1,0,0,1,1,0,0,0,0
irrationality,0,1,0,0,0,0,0,0,0,0
irreconcilable,0,1,1,0,0,1,0,1,0,0
irreducible,1,0,0,0,0,0,0,0,0,0
irrefutable,1,0,0,0,0,0,0,0,0,1
irregular,0,1,0,0,0,0,0,0,0,0
irregularity,0,1,0,0,0,0,0,0,0,0
irrelevant,0,1,0,0,0,0,0,0,0,0
irreparable,0,1,0,0,0,1,0,1,0,0
irresponsible,0,1,0,0,0,0,0,0,0,0
irreverent,0,1,0,0,0,0,0,0,0,0
irrevocable,0,1,0,0,0,0,0,0,0,0
irritability,0,1,1,0,0,0,0,0,0,0
irritable,0,1,1,0,0,0,0,0,0,0
irritating,0,1,1,0,1,0,0,0,0,0
irritation,0,1,1,0,1,0,0,1,0,0
isolate,0,0,0,0,0,0,0,1,0,0
isolated,0,1,0,0,0,1,0,1,0,0
isolation,0,1,0,0,0,0,0,1,0,0
jab,0,0,1,0,0,0,0,0,0,0
jabber,0,1,0,0,0,0,0,0,0,0
jackpot,1,0,0,1,0,0,1,0,1,0
jail,0,1,0,0,0,1,0,1,0,0
jam,1,0,0,0,0,0,0,0,0,0
janitor,0,0,0,0,1,0,0,0,0,0
jargon,0,1,0,0,0,0,0,0,0,0
jarring,0,1,0,0,0,1,0,1,0,0
jaundice,0,1,0,0,0,1,0,0,0,0
jaws,0,0,0,0,0,1,0,0,0,0
jealous,0,1,1,0,1,0,0,0,0,0
jealousy,0,1,1,0,1,1,0,1,0,0
jeopardize,0,1,1,0,0,1,0,0,0,0
jeopardy,0,1,0,1,0,1,0,0,0,0
jerk,0,0,1,0,0,0,0,0,1,0
jest,1,0,0,0,0,0,1,0,1,0
job,1,0,0,0,0,0,0,0,0,0
john,0,1,0,0,1,0,0,0,0,0
join,1,0,0,0,0,0,0,0,0,0
joined,1,0,0,0,0,0,0,0,0,0
joke,0,1,0,0,0,0,0,0,0,0
joker,1,0,0,0,0,0,1,0,1,0
joking,1,0,0,0,0,0,0,0,0,0
jolt,0,0,0,0,0,0,0,0,1,0
jornada,0,1,0,0,0,0,0,0,0,0
journalism,0,0,0,0,0,0,0,0,0,1
journalist,1,0,0,0,0,0,0,0,0,0
journey,1,0,0,1,0,1,1,0,0,0
journeyman,0,0,0,0,0,0,0,0,0,1
jovial,1,0,0,0,0,0,1,0,0,0
joy,1,0,0,0,0,0,1,0,0,0
joyful,1,0,0,0,0,0,1,0,0,1
joyous,1,0,0,0,0,0,1,0,0,0
jubilant,1,0,0,0,0,0,1,0,1,1
jubilee,1,0,0,0,0,0,1,0,1,0
judgment,0,0,0,0,0,0,0,0,1,0
judicial,1,0,0,1,0,0,0,0,0,1
judiciary,0,0,0,1,0,0,0,0,0,1
judicious,1,0,0,0,0,0,0,0,0,1
jumble,0,1,0,0,0,0,0,0,0,0
jump,1,0,0,0,0,0,1,0,0,0
jungle,0,0,0,0,0,1,0,0,0,0
junk,0,1,0,0,0,0,0,0,0,0
junta,0,1,0,0,0,0,0,0,0,0
jurisprudence,0,0,0,0,0,0,0,1,0,0
jurist,0,0,0,0,0,0,0,0,0,1
jury,0,0,0,0,0,0,0,0,0,1
justice,1,0,0,0,0,0,0,0,0,1
justifiable,1,0,0,0,0,0,0,0,0,1
justification,1,0,0,0,0,0,0,0,0,0
juvenile,0,1,0,0,0,0,0,0,0,0
keepsake,1,0,0,0,0,0,0,0,0,0
ken,1,0,0,0,0,0,0,0,0,0
kennel,0,0,0,0,0,0,0,1,0,0
kern,0,1,0,0,0,0,0,0,0,0
kerosene,0,0,0,0,0,1,0,0,0,0
keynote,1,0,0,0,0,0,0,0,0,0
keystone,1,0,0,0,0,0,0,0,0,0
khan,0,0,0,0,0,1,0,0,0,1
kick,0,1,1,0,0,0,0,0,0,0
kicking,0,0,1,0,0,0,0,0,0,0
kidnap,0,1,1,0,0,1,0,1,1,0
kill,0,1,0,0,0,1,0,1,0,0
killing,0,1,1,0,0,1,0,1,0,0
kind,1,0,0,0,0,0,1,0,0,1
kindness,1,0,0,0,0,0,0,0,0,0
kindred,1,0,0,1,0,0,1,0,0,1
king,1,0,0,0,0,0,0,0,0,0
kiss,1,0,0,1,0,0,1,0,1,0
kite,0,1,0,0,1,0,0,0,0,0
kitten,1,0,0,0,0,0,1,0,0,1
knack,1,0,0,0,0,0,0,0,0,0
knell,0,1,0,0,0,1,0,1,0,0
knickers,0,0,0,0,0,0,0,0,0,1
knight,1,0,0,0,0,0,0,0,0,0
knotted,0,1,0,0,0,0,0,0,0,0
knowing,1,0,0,0,0,0,0,0,0,0
knowledge,1,0,0,0,0,0,0,0,0,0
kudos,1,0,0,0,0,0,1,0,0,0
label,0,0,0,0,0,0,0,0,0,1
labor,1,0,0,1,0,0,1,0,1,1
labored,0,1,0,0,0,0,0,1,0,0
laborious,0,1,0,0,0,0,0,0,0,0
labyrinth,0,1,0,1,0,0,0,0,0,0
lace,1,1,1,0,0,1,0,1,0,1
lack,0,1,0,0,0,0,0,0,0,0
lacking,0,1,0,0,0,0,0,0,0,0
lackluster,0,1,0,0,0,0,0,0,0,0
laden,0,1,0,0,0,0,0,0,0,0
lag,0,1,0,0,0,0,0,0,0,0
lagging,0,1,1,1,1,0,0,1,0,0
lair,0,1,0,0,0,0,0,0,0,0
lamb,1,0,0,0,0,0,1,0,0,1
lament,0,1,0,0,1,1,0,1,0,0
lamenting,0,0,0,0,0,0,0,1,0,0
land,1,0,0,0,0,0,0,0,0,0
landed,1,0,0,0,0,0,0,0,0,0
landmark,0,0,0,0,0,0,0,0,0,1
landslide,0,1,0,0,0,1,0,1,0,0
languid,0,1,0,0,0,0,0,0,0,0
languish,0,1,0,0,0,0,0,0,0,0
languishing,0,1,0,0,0,1,0,1,0,0
lapse,0,1,0,0,0,0,0,0,0,0
larceny,0,1,0,0,1,0,0,0,0,0
larger,0,0,0,0,1,0,0,0,1,1
laser,1,0,0,0,0,0,0,0,0,1
lash,0,1,1,0,0,1,0,0,0,0
late,0,1,0,0,0,0,0,1,0,0
lateness,0,1,0,0,0,0,0,0,0,0
latent,0,1,1,1,1,0,0,0,1,0
latrines,0,1,0,0,1,0,0,0,0,0
laudable,1,0,0,0,0,0,0,0,0,0
laugh,1,0,0,0,0,0,1,0,1,0
laughable,0,1,0,0,1,0,0,0,0,0
laughing,1,0,0,0,0,0,1,0,0,0
laughter,1,0,0,1,0,0,1,0,1,0
launch,1,0,0,1,0,0,0,0,0,0
laureate,1,0,0,0,0,0,0,0,0,1
laurel,1,0,0,0,0,0,0,0,0,0
laurels,1,0,0,0,0,0,1,0,0,0
lava,0,1,1,0,0,1,0,0,0,0
lavatory,0,0,0,0,1,0,0,0,0,0
lavish,1,0,0,0,0,0,0,0,0,0
law,0,0,0,0,0,0,0,0,0,1
lawful,1,0,0,0,0,0,0,0,0,1
lawlessness,0,1,1,0,0,1,0,0,0,0
lawsuit,0,1,1,0,1,1,0,1,1,0
lawyer,0,1,1,0,1,1,0,0,0,0
lax,0,1,0,0,0,0,0,1,0,0
laxative,0,1,0,0,1,1,0,0,0,0
lazy,0,1,0,0,0,0,0,0,0,0
lead,1,0,0,0,0,0,0,0,0,0
leader,1,0,0,0,0,0,0,0,0,1
leading,0,0,0,0,0,0,0,0,0,1
league,1,0,0,0,0,0,0,0,0,0
leak,0,1,0,0,0,0,0,0,0,0
leakage,0,1,0,0,0,0,0,0,0,0
leaky,0,1,0,0,0,0,0,0,0,0
leaning,0,0,0,0,0,0,0,0,0,1
learn,1,0,0,0,0,0,0,0,0,0
learning,1,0,0,0,0,0,0,0,0,0
leave,0,1,0,0,0,0,0,1,1,0
lecturer,1,0,0,0,0,0,0,0,0,0
leech,0,1,0,0,0,0,0,0,0,0
leeches,0,1,0,0,1,1,0,0,0,0
leer,0,1,0,0,1,0,0,0,0,0
leery,0,0,0,0,0,0,0,0,1,0
leeway,1,0,0,0,0,0,0,0,0,0
legal,1,0,0,0,0,0,0,0,0,1
legalized,1,0,1,0,0,1,1,0,0,1
legendary,1,0,0,0,0,0,0,0,0,0
legibility,1,0,0,0,0,0,0,0,0,0
legible,1,0,0,0,0,0,0,0,0,0
legislator,0,0,0,0,0,0,0,0,0,1
legislature,0,0,0,0,0,0,0,0,0,1
legitimacy,0,0,0,0,0,0,0,0,0,1
leisure,1,0,0,1,0,0,1,0,1,1
leisurely,1,0,0,0,0,0,0,0,0,0
lemma,1,0,0,0,0,0,0,0,0,0
lemon,0,1,0,0,1,0,0,0,0,0
lender,0,0,0,0,0,0,0,0,0,1
lenient,1,0,0,0,0,0,0,0,0,0
leprosy,0,1,0,0,1,1,0,1,0,0
lesbian,0,1,0,0,1,0,0,1,0,0
lessen,0,1,0,1,0,0,0,0,0,0
lesser,0,1,0,0,1,0,0,0,0,0
lesson,1,0,0,1,0,0,0,0,0,1
lethal,0,1,0,0,1,1,0,1,0,0
lethargy,0,1,0,0,0,0,0,1,0,0
letter,0,0,0,1,0,0,0,0,0,0
lettered,1,0,0,1,0,0,0,0,0,1
leukemia,0,1,1,0,0,1,0,1,0,0
levee,0,0,0,0,0,0,0,0,0,1
level,1,0,0,0,0,0,0,0,0,1
leverage,1,0,0,0,0,0,0,0,0,0
levy,0,1,0,0,0,0,0,0,0,0
lewd,0,1,0,0,1,0,0,0,0,0
liaison,0,1,0,0,0,0,0,0,0,0
liar,0,1,0,0,1,0,0,0,0,0
libel,0,1,1,0,0,1,0,0,0,1
liberal,1,1,0,0,0,0,0,0,0,0
liberate,1,0,1,1,0,0,1,0,1,1
liberation,1,0,0,1,0,0,1,0,1,0
liberty,1,0,0,1,0,0,1,0,1,1
library,1,0,0,0,0,0,0,0,0,0
lick,0,1,0,0,1,0,0,0,0,0
lie,0,1,1,0,1,0,0,1,0,0
lieutenant,0,0,0,0,0,0,0,0,0,1
lifeblood,1,0,0,0,0,0,0,0,0,0
lifeless,0,1,0,0,0,1,0,1,0,0
lighthouse,1,0,0,0,0,0,0,0,0,0
lightning,0,0,1,0,0,1,0,0,1,0
liking,1,0,0,0,0,0,1,0,0,1
limited,0,1,1,0,0,0,0,1,0,0
limp,0,1,0,0,0,0,0,0,0,0
lines,0,0,0,0,0,1,0,0,0,0
linger,0,0,0,1,0,0,0,0,0,0
linguist,1,0,0,0,0,0,0,0,0,1
lint,0,1,0,0,0,0,0,0,0,0
lion,1,0,0,0,0,1,0,0,0,0
liquor,0,1,1,0,0,0,1,1,0,0
listless,0,1,0,0,0,0,0,1,0,0
lithe,1,0,0,0,0,0,0,0,0,0
litigant,0,1,0,0,0,0,0,0,0,0
litigate,0,1,1,1,1,1,0,1,0,0
litigation,0,1,0,0,0,0,0,0,0,0
litigious,0,1,1,0,1,0,0,0,0,0
litter,0,1,0,0,0,0,0,0,0,0
livid,0,1,1,0,1,0,0,0,0,0
loaf,0,1,0,0,0,0,0,0,0,0
loafer,0,1,0,0,0,0,0,0,0,0
loath,0,1,1,0,0,0,0,0,0,0
loathe,0,1,1,0,1,0,0,0,0,0
loathing,0,1,0,0,1,0,0,0,0,0
loathsome,0,1,1,0,1,0,0,0,0,0
lobbyist,0,1,0,0,0,0,0,0,0,0
localize,0,0,0,1,0,0,0,0,0,0
lockup,0,1,0,0,0,1,0,1,0,0
locust,0,1,0,0,0,1,0,0,0,0
lodging,0,0,0,0,0,0,0,0,0,1
lofty,0,1,0,0,0,0,0,0,0,0
logical,1,0,0,0,0,0,0,0,0,0
lone,0,0,0,0,0,0,0,1,0,0
loneliness,0,1,0,0,0,1,0,1,0,0
lonely,0,1,1,0,1,1,0,1,0,0
lonesome,0,1,0,0,0,0,0,1,0,0
long,0,0,0,1,0,0,0,0,0,0
longevity,1,0,0,0,0,0,0,0,0,0
longing,0,0,0,1,0,0,0,1,0,0
loo,0,1,0,0,1,0,0,0,0,0
loom,0,1,0,1,0,1,0,0,0,0
loon,0,1,0,0,1,0,0,0,0,0
loony,0,1,0,0,0,0,0,0,0,0
loot,0,1,0,0,0,0,0,0,0,0
lord,1,1,0,0,1,0,0,0,0,1
lordship,1,0,0,0,0,0,0,0,0,0
lose,0,1,1,0,1,1,0,1,1,0
losing,0,1,1,0,0,0,0,1,0,0
loss,0,1,1,0,0,1,0,1,0,0
lost,0,1,0,0,0,0,0,1,0,0
lottery,0,0,0,1,0,0,0,0,0,0
loudness,0,1,1,0,0,0,0,0,0,0
lounge,0,1,0,0,0,0,0,0,0,0
louse,0,1,0,0,1,0,0,0,0,0
lovable,1,0,0,0,0,0,1,0,0,1
love,1,0,0,0,0,0,1,0,0,0
lovely,1,0,0,1,0,0,1,1,1,1
lovemaking,1,0,0,0,0,0,1,0,0,1
lover,1,0,0,1,0,0,1,0,0,1
loving,1,0,0,0,0,0,1,0,0,1
lower,0,1,0,0,0,0,0,1,0,0
lowering,0,1,0,0,0,0,0,0,0,0
lowest,0,1,0,0,0,0,0,1,0,0
lowlands,0,1,0,0,0,0,0,0,0,0
lowly,0,1,0,0,0,0,0,1,0,0
loyal,1,0,0,0,0,1,1,0,1,1
loyalty,1,0,0,0,0,0,0,0,0,1
luck,1,0,0,1,0,0,1,0,1,0
lucky,1,0,0,0,0,0,1,0,1,0
ludicrous,0,1,0,0,0,0,0,0,0,0
lull,0,0,0,1,0,0,0,0,0,0
lumbering,0,1,0,0,0,0,0,0,0,0
lump,0,1,0,0,0,0,0,0,0,0
lumpy,0,1,0,0,1,0,0,0,0,0
lunacy,0,1,1,0,1,1,0,1,0,0
lunatic,0,1,1,0,1,1,0,0,0,0
lunge,0,0,0,0,0,0,0,0,1,0
lurch,0,1,0,0,0,0,0,0,0,0
lure,0,1,0,0,0,0,0,0,0,0
lurid,0,1,0,0,1,0,0,0,0,0
lurk,0,1,0,0,0,0,0,0,0,0
lurking,0,1,0,0,0,0,0,0,0,0
luscious,1,0,0,1,0,0,1,0,0,0
lush,0,1,0,0,1,0,0,1,0,0
lust,0,1,0,1,0,0,0,0,0,0
luster,1,0,0,0,0,0,1,0,0,0
lustful,0,1,0,0,0,0,0,0,0,0
lustrous,1,0,0,0,0,0,0,0,0,0
lusty,0,0,0,0,1,0,0,0,0,0
luxuriant,1,0,0,0,0,0,0,0,0,0
luxurious,1,0,0,0,0,0,1,0,0,0
luxury,1,0,0,0,0,0,1,0,0,0
lying,0,1,1,0,1,0,0,0,0,0
lynch,0,1,1,0,1,1,0,1,0,0
lyre,1,0,0,0,0,0,1,0,0,0
lyrical,1,0,0,0,0,0,1,0,0,0
mace,0,1,0,0,0,1,0,0,0,0
machine,0,0,0,0,0,0,0,0,0,1
mad,0,1,1,0,1,1,0,1,0,0
madden,0,1,1,0,0,1,0,0,0,0
madman,0,1,1,0,0,1,0,0,0,0
madness,0,1,1,0,0,1,0,0,0,0
mafia,0,1,0,0,0,1,0,0,0,0
mage,0,0,0,0,0,1,0,0,0,0
maggot,0,1,0,0,1,0,0,0,0,0
magical,1,0,0,1,0,0,1,0,1,0
magician,0,0,0,0,0,0,0,0,1,0
magnet,1,0,0,0,0,0,0,0,0,1
magnetism,1,0,0,0,0,0,0,0,0,0
magnetite,1,0,0,0,0,0,0,0,0,0
magnificence,1,0,0,1,0,0,1,0,0,1
magnificent,1,0,0,1,0,0,1,0,1,1
maiden,1,0,0,0,0,0,0,0,0,0
mail,0,0,0,1,0,0,0,0,0,0
main,1,0,0,0,0,0,0,0,0,0
mainstay,1,0,0,0,0,0,0,0,0,1
maintenance,0,0,0,0,0,0,0,0,0,1
majestic,1,0,0,1,0,0,1,0,1,1
majesty,1,0,0,0,0,0,0,0,0,1
major,1,0,0,0,0,0,0,0,0,0
majority,1,0,0,0,0,0,1,0,0,1
makeshift,0,1,0,0,0,0,0,0,0,0
malady,0,1,0,0,0,0,0,0,0,0
malaise,0,1,0,0,0,0,0,1,0,0
malaria,0,1,0,0,1,1,0,1,0,0
malevolent,0,1,1,0,1,1,0,1,0,0
malfeasance,0,1,0,0,1,0,0,0,0,0
malformation,0,1,0,0,0,0,0,0,0,0
malice,0,1,1,0,0,1,0,0,0,0
malicious,0,1,1,0,1,1,0,1,0,0
malign,0,1,1,0,1,0,0,0,0,0
malignancy,0,1,0,0,0,1,0,1,0,0
malignant,0,1,1,0,0,1,0,0,0,0
malpractice,0,1,1,0,0,0,0,0,0,0
mamma,0,0,0,0,0,0,0,0,0,1
manage,1,0,0,0,0,0,0,0,0,1
management,1,0,0,0,0,0,0,0,0,1
mandamus,0,1,0,0,0,1,0,0,0,0
mandarin,1,0,0,0,0,0,0,0,0,1
mange,0,1,0,0,1,1,0,0,0,0
mangle,0,1,1,0,1,1,0,1,0,0
manhood,1,0,0,0,0,0,0,0,0,0
mania,0,1,0,0,0,0,0,0,0,0
maniac,0,1,1,0,0,1,0,0,0,0
maniacal,0,1,0,0,0,0,0,0,0,0
manifestation,0,0,0,0,0,1,0,0,0,0
manifested,1,0,0,0,0,0,0,0,0,0
manipulate,0,1,0,0,0,0,0,0,0,0
manipulation,0,1,1,0,0,1,0,0,0,0
manly,1,0,0,0,0,0,0,0,0,0
manna,1,0,0,0,0,0,0,0,0,0
mannered,1,0,0,0,0,0,0,0,0,0
manners,1,0,0,0,0,0,0,0,0,0
manslaughter,0,1,1,0,1,1,0,1,1,0
manual,0,0,0,0,0,0,0,0,0,1
manufacturer,1,0,0,0,0,0,0,0,0,0
manure,0,1,0,0,1,0,0,0,0,0
mar,0,1,0,0,0,0,0,0,0,0
march,1,0,0,0,0,0,0,0,0,0
margin,0,1,0,0,0,0,0,1,0,0
marine,0,0,0,0,0,0,0,0,0,1
marked,1,0,0,0,0,0,0,0,0,0
marketable,1,0,0,0,0,0,0,0,0,0
maroon,0,1,0,0,0,0,0,0,0,0
marquis,1,0,0,0,0,0,0,0,0,0
marriage,1,0,0,1,0,0,1,0,0,1
marrow,1,0,0,0,0,0,1,0,0,1
marry,1,0,0,1,0,1,1,0,1,1
marshal,1,0,0,0,0,0,0,0,0,1
martial,0,0,1,0,0,0,0,0,0,0
martingale,0,1,0,0,0,0,0,0,0,0
martyr,0,1,0,0,0,1,0,1,0,0
martyrdom,0,1,0,0,0,1,0,1,0,0
marvel,1,0,0,0,0,0,0,0,1,0
marvelous,1,0,0,0,0,0,1,0,0,0
marvelously,1,0,0,0,0,0,1,0,0,0
masculine,1,0,0,0,0,0,0,0,0,0
masochism,0,1,1,0,1,1,0,0,0,0
massacre,0,1,1,0,1,1,0,1,0,0
massage,1,0,0,0,0,0,1,0,0,0
master,1,0,0,0,0,0,0,0,0,0
masterpiece,1,0,0,0,0,0,1,0,0,0
mastery,1,0,1,0,0,0,1,0,0,1
matchmaker,0,0,0,1,0,0,0,0,0,0
mate,1,0,0,0,0,0,0,0,0,1
materialism,0,1,0,0,0,0,0,0,0,0
materialist,0,1,0,0,1,0,0,0,0,0
maternal,1,1,0,1,0,0,0,0,0,0
mathematical,0,0,0,0,0,0,0,0,0,1
matrimony,1,0,0,1,0,0,1,0,0,1
matron,1,0,0,0,0,0,0,0,0,1
mausoleum,0,0,0,0,0,0,0,1,0,0
maxim,0,0,0,0,0,0,0,0,0,1
maximum,1,0,0,0,0,0,0,0,0,0
mayor,1,0,0,0,0,0,0,0,0,0
meadow,1,0,0,0,0,0,0,0,0,0
meandering,0,1,0,0,0,0,0,0,0,0
meaningless,0,1,0,0,0,0,0,1,0,0
measles,0,1,0,0,1,1,0,1,0,0
measure,0,0,0,0,0,0,0,0,0,1
measured,1,0,0,0,0,0,0,0,0,1
medal,1,0,0,1,0,0,1,0,1,1
meddle,0,1,1,0,0,0,0,0,0,0
mediate,1,0,0,1,0,0,0,0,0,1
mediation,1,0,0,0,0,0,0,0,0,0
mediator,1,0,0,1,0,0,0,0,0,1
medical,1,0,0,1,0,1,0,0,0,1
mediocre,0,1,0,0,0,0,0,0,0,0
mediocrity,0,1,0,0,0,0,0,0,0,0
meditate,1,0,0,1,0,0,1,0,0,1
mediterranean,1,0,0,0,0,0,0,0,0,0
medley,1,0,0,0,0,0,0,0,0,0
meek,0,0,0,0,0,0,0,1,0,0
melancholic,0,1,0,0,0,0,0,1,0,0
melancholy,0,1,0,0,0,0,0,1,0,0
melee,0,1,0,0,0,1,0,0,0,0
melodrama,0,1,1,0,0,0,0,1,0,0
meltdown,0,1,0,0,0,0,0,1,0,0
memento,1,0,0,0,0,0,0,0,0,0
memorable,1,0,0,0,0,0,1,0,1,1
memorials,0,0,0,0,0,0,0,1,0,0
menace,0,1,1,0,0,1,0,0,0,0
menacing,0,1,1,0,0,1,0,0,0,0
mending,1,0,0,0,0,0,0,0,0,0
menial,0,1,0,0,0,0,0,0,0,0
menses,1,0,0,0,0,0,0,0,0,0
mentor,1,0,0,0,0,0,0,0,0,1
mercenary,0,1,0,0,0,1,0,0,0,0
merchant,0,0,0,0,0,0,0,0,0,1
merciful,1,0,0,0,0,0,0,0,0,0
merciless,0,1,0,0,0,1,0,0,0,0
mercy,1,0,0,0,0,0,0,0,0,0
merge,1,0,0,1,0,0,0,0,0,0
merit,1,0,0,0,0,0,0,0,0,1
meritorious,1,0,0,0,0,0,1,0,0,1
merriment,1,0,0,0,0,0,1,0,1,0
merry,1,0,0,0,0,0,1,0,0,0
mess,0,1,0,0,1,0,0,0,0,0
messenger,0,0,0,0,0,0,0,0,0,1
messy,0,1,0,0,1,0,0,0,0,0
metastasis,0,1,0,0,0,0,0,0,0,0
methanol,0,1,0,0,0,0,0,0,0,0
metropolitan,1,0,0,0,0,0,0,0,0,0
mettle,1,0,0,0,0,0,0,0,0,0
microscope,0,0,0,0,0,0,0,0,0,1
microscopy,1,0,0,0,0,0,0,0,0,0
midwife,1,1,0,1,0,0,1,0,0,1
midwifery,1,0,0,0,0,0,0,0,0,0
