season no.,episode no.,episode name,name,line
3,3,Pickle Rick,Beth,"Really? Like, go somewhere? Yeah, let's drop the kids off and go tie one on."
3,3,Pickle Rick,Rick,Absolutely.
3,3,Pickle Rick,Morty,"I, I liked her."
3,3,Pickle Rick,Beth,"So what are you thinking, like, Smokey's Tavern? Maybe Shoney's?"
3,3,Pickle Rick,Rick,"Yeah, either one. Either one."
3,3,Pickle Rick,Rick,"You'll never get away with this, Concerto."
3,3,Pickle Rick,Rick,"This is it, Morty. We're goners. We're not getting out of this one. After everything we've been through, this is how we're gonna die. Make peace with your god."
3,3,Pickle Rick,Morty,"Oh, geez, Rick, I-I-I don't want to die!"
3,3,Pickle Rick,Rick,Jaguar!
3,3,Pickle Rick,Morty,"Who? Who was that, Rick?"
3,3,Pickle Rick,Rick,"That, Morty, is why you don't go to therapy."
3,4,Vindicators 3  The Return of Worldender,Rick,"Don't let any of those things get away, Morty. If their DNA gets into Earth's food chain, our entire species could be sterilized."
3,4,Vindicators 3  The Return of Worldender,Morty,Then why aren't we killing them?!
3,4,Vindicators 3  The Return of Worldender,Rick,"Great. Next time I need a species sterilized, who's gonna do it for me? You?"
3,4,Vindicators 3  The Return of Worldender,Morty,"Oh, Rick! I-Is that the Vindibeacon? We're being called to assemble by the Vindicators!"
3,4,Vindicators 3  The Return of Worldender,Rick,"I refuse to answer a literal call to adventure, Morty. Let it go to voicemail!"
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, the Vindicators only call when the universe itself is at stake! They're first line of defense against evil! They're the guardians of the unguarded!"
3,4,Vindicators 3  The Return of Worldender,Rick,"They're the writers of their own press releases, Morty! They're a bunch of drama queens that spend an hour talking and twenty minutes jumping around while shit blows up. They're a phase. We did one, it was the big event of that summer. Let it die."
3,4,Vindicators 3  The Return of Worldender,Morty,"I, Morty Smith, invoke my right to choose one in every ten Rick and Morty adventures.  Read 'em and weep."
3,4,Vindicators 3  The Return of Worldender,Rick,God... fuckin' dammit!  Fine! But don't say I didn't warn you.
3,4,Vindicators 3  The Return of Worldender,Morty,"Yes!  Vindicator command ship, beacon received! We're doing Vindicators Twoooooooooo!"
3,4,Vindicators 3  The Return of Worldender,Rick,"Whoops! Uh, Morty, you might want to freeze some sperm."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Vindicators, Worldender is back..."
3,4,Vindicators 3  The Return of Worldender,Supernova,"..and this time, he's out to end more than worlds. We have reason to believe his stronghold is located on..."
3,4,Vindicators 3  The Return of Worldender,Rick,My balls.
3,4,Vindicators 3  The Return of Worldender,Morty,Rick!
3,4,Vindicators 3  The Return of Worldender,Supernova,"...the Terraneus system. Once in range, Million Ants will scan for pheromone activity, which should lead us to the location of the base."
3,4,Vindicators 3  The Return of Worldender,Rick,"Oh, that's Million Ants. I can't see the ants over here. It just assumed that was, uh, Turd Man. Wiggly Turd Man."
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, stop!"
3,4,Vindicators 3  The Return of Worldender,Supernova,"Rick, you have something to add to the briefing?"
3,4,Vindicators 3  The Return of Worldender,Rick,"Uh, yeah, just a few more design notes.  Um, this guy. The, uh... The, uh..."
3,4,Vindicators 3  The Return of Worldender,Rick,"Right, Crocubot. So, you're half-cold, unfeeling reptile, half-also cold, equally-unfeeling machine."
3,4,Vindicators 3  The Return of Worldender,Rick,"So, you're origin is what? Y-You fell into a vat of redundancy?"
3,4,Vindicators 3  The Return of Worldender,Supernova,"Noob-Noob, we're having a briefing!  If I can continue, Rick. I anticipate sophisticated security measures. I trust you can be of service there."
3,4,Vindicators 3  The Return of Worldender,Rick,"Well, let me check my list of powers and weaknesses. Ability to do anything... But only whenever I want... Yeah, that sounds like a job for me."
3,4,Vindicators 3  The Return of Worldender,Alan,I wish he had the ability to check is attitude.
3,4,Vindicators 3  The Return of Worldender,Rick,"Alan Rails, ladies and gentleman. After his parents' tragic death in a railroad accident, he gained the power to summon ghiost trains. It's not all bad, though. They were spared having to see their grown son wear a whistle!"
3,4,Vindicators 3  The Return of Worldender,Rick,"Thanks, Noob-Noob! This guy gets it."
3,4,Vindicators 3  The Return of Worldender,Morty,"Vance Maximus, Renegade Star Soldier!"
3,4,Vindicators 3  The Return of Worldender,Vance,Sorry I'm late. It was happy hour.
3,4,Vindicators 3  The Return of Worldender,Morty,Happy hour.
3,4,Vindicators 3  The Return of Worldender,Rick,"Uh, I was also late because of my drinking and metioned it to zero applause."
3,4,Vindicators 3  The Return of Worldender,Vance,"Rick Sanchez, Tinkerer of Terror. Man, that's hard to say. And... Morty, right?"
3,4,Vindicators 3  The Return of Worldender,Morty,"Whoa, yeah!"
3,4,Vindicators 3  The Return of Worldender,Vance,"I never forget a kid.  What do you say, Vindicators? Let's make this three for three?"
3,4,Vindicators 3  The Return of Worldender,Morty,"Did he say ""three for three""?"
3,4,Vindicators 3  The Return of Worldender,Rick,Did he say he never forgets a kid?
3,4,Vindicators 3  The Return of Worldender,Morty,"You mean ""two for two"", right, Vance?"
3,4,Vindicators 3  The Return of Worldender,Supernova,"Actually, we assembled a second time last summer to fight Doomnomitron."
3,4,Vindicators 3  The Return of Worldender,Morty,"So, this is... Vindicators 3? And you guys did Vindicators 2... w-without us?"
3,4,Vindicators 3  The Return of Worldender,Million Ants,I sense... insecurity.
3,4,Vindicators 3  The Return of Worldender,Vance,Are you sure there's not just a picnic nearby.
3,4,Vindicators 3  The Return of Worldender,Rick,"I guess he found his crowd. Pretty toothless stuff, guys."
3,4,Vindicators 3  The Return of Worldender,Rick,"I hope you're happy with the adventure so far, Morty. These guys are even lamer than last time."
3,4,Vindicators 3  The Return of Worldender,Morty,"We weren't here ""last time"", remember? They did a whole Vindicators without us. A bunch of them got killed, too. They lost Lady Katana, Calypso, Diablo Verde..."
3,4,Vindicators 3  The Return of Worldender,Rick,"Yikes. Yeah, things did feel less diverse in there."
3,4,Vindicators 3  The Return of Worldender,Morty,"This article says the reason we weren't involved was... ""personality conflicts""."
3,4,Vindicators 3  The Return of Worldender,Rick,"Don't worry, Morty, they love you. Superheroes need a wide-eyed unremarkable to tag along and react to everything like it's mind-blowing."
3,4,Vindicators 3  The Return of Worldender,Morty,I... think the personality conflict might have been... you.
3,4,Vindicators 3  The Return of Worldender,Rick,"Jesus... How awesome is that? I mean, they wanted to not need me so bad, they murdered three innocent heroes of color, and they still had to bring me back?"
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, since it's my adventure and all, could you do me a favor?"
3,4,Vindicators 3  The Return of Worldender,Rick,"Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?"
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, this really bums me out. It-It's embarrassing to find out these guys don't like us."
3,4,Vindicators 3  The Return of Worldender,Rick,"Why? Morty,  I defeat gagoos more powerful than these guys every week."
3,4,Vindicators 3  The Return of Worldender,Morty,"Yeah, but not heroes."
3,4,Vindicators 3  The Return of Worldender,Rick,"Oh, please. They just call themselves heroes so they can..."
3,4,Vindicators 3  The Return of Worldender,Morty,"I'm calling them that, Rick! They're my heroes! Mine!"
3,4,Vindicators 3  The Return of Worldender,Rick,Huh... no accounting for taste. I'm gonna go get a drink.
3,4,Vindicators 3  The Return of Worldender,Morty,"Oh, God."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Good morning. Looks like your grandpa had a long night. Crocubot, why don't you escort Mr. Sanchez to a more comfortable spot so that someone can...  clean up his diarrhea."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Actually, Noob-Noob, you have a new mission."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Vindicators, prepare for arrival."
3,4,Vindicators 3  The Return of Worldender,Vance,"Morty, the Vindicators and I had a chat this morning and I'm afraid we need to make a little change."
3,4,Vindicators 3  The Return of Worldender,Morty,I-I totally get it. I-I'm so sorry.
3,4,Vindicators 3  The Return of Worldender,Vance,You should be.  Running around in a yellow t-shirt like you're not one of us? Disgraceful.
3,4,Vindicators 3  The Return of Worldender,Morty,I-I-I... I'm not a superhero.
3,4,Vindicators 3  The Return of Worldender,Vance,"Cop a squat, chief.  Everyone in the universe is a hero. All you have to do is know the difference between good and bad, and root for good."
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick says ""good"" and ""bad"" are artificial constructs."
3,4,Vindicators 3  The Return of Worldender,Vance,"Yeah, well, I get the feeling... he kind of needs that to be the case.  Not coming, Noob-Noob?"
3,4,Vindicators 3  The Return of Worldender,Vance,"Security drones, inbound."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Star Mother, grant me your wrath!"
3,4,Vindicators 3  The Return of Worldender,Alan,All aboard!
3,4,Vindicators 3  The Return of Worldender,Million Ants,Aah!  Gun turret.
3,4,Vindicators 3  The Return of Worldender,Supernova,Are you all right?
3,4,Vindicators 3  The Return of Worldender,Million Ants,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.
3,4,Vindicators 3  The Return of Worldender,Supernova,Someone wake up Sanchez.
3,4,Vindicators 3  The Return of Worldender,Rick,"Ugh! Oh, Christ..."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Rick, you're up."
3,4,Vindicators 3  The Return of Worldender,Rick,Barely.
3,4,Vindicators 3  The Return of Worldender,Supernova,"Rick, we're taking fire from an automated turret. Can you bring it offline?"
3,4,Vindicators 3  The Return of Worldender,Rick,Uh-huh.
3,4,Vindicators 3  The Return of Worldender,Rick,"Uh, my God, that's better."
3,4,Vindicators 3  The Return of Worldender,Supernova,RICK!
3,4,Vindicators 3  The Return of Worldender,Rick,"Hey, I can't help if I can't see."
3,4,Vindicators 3  The Return of Worldender,Alan,I could've just used a ghost train.
3,4,Vindicators 3  The Return of Worldender,Rick,"Really? You don't say. You would have used a ghost train?  Hey, everybody, the ghost train guy would have used a ghost train!"
3,4,Vindicators 3  The Return of Worldender,Alan,"Man, fuck you."
3,4,Vindicators 3  The Return of Worldender,Rick,"Is there coffee? Hey, Morty, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?"
3,4,Vindicators 3  The Return of Worldender,Morty,Get it yourself.
3,4,Vindicators 3  The Return of Worldender,Rick,"Little extra  snippy this morning, aren't you?"
3,4,Vindicators 3  The Return of Worldender,Morty,"Just focus on the mission, all right?"
3,4,Vindicators 3  The Return of Worldender,Rick,"Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?"
3,4,Vindicators 3  The Return of Worldender,Alan,Son of a steam engine! They're all dead!
3,4,Vindicators 3  The Return of Worldender,Vance,"Well, he is the Worldender. The guy ends worlds. Kind of his thing."
3,4,Vindicators 3  The Return of Worldender,Rick,"Ooh, real scared. Real fucking on alert, high alwrt over here."
3,4,Vindicators 3  The Return of Worldender,Vance,What the FUCK?!
3,4,Vindicators 3  The Return of Worldender,Supernova,It's Worldender! What happened to him?
3,4,Vindicators 3  The Return of Worldender,Million Ants,I sense his life force is fading.
3,4,Vindicators 3  The Return of Worldender,Rick,"Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!"
3,4,Vindicators 3  The Return of Worldender,Rick,"All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?"
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, whoever did this is an even bigger threat than Worldender! We can't leave now!"
3,4,Vindicators 3  The Return of Worldender,Supernova,He's right. This is far from over.
3,4,Vindicators 3  The Return of Worldender,Rick,"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour."
3,4,Vindicators 3  The Return of Worldender,Rick,Shit.
3,4,Vindicators 3  The Return of Worldender,Million Ants,I sense the presence of a greater evil.
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!"
3,4,Vindicators 3  The Return of Worldender,Rick,"Welp, it's official. I had too much to drink last night."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"If you guys are watching this, you're, you know, the Vindicators. So now that we know..."
3,4,Vindicators 3  The Return of Worldender,Vance,"Rick? What's going on, buddy?"
3,4,Vindicators 3  The Return of Worldender,Rick,"Obviously, I came here last night during a blackout."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?"
3,4,Vindicators 3  The Return of Worldender,Rick,"Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"...So I thought, why not just do your job for you so we can have a little fun game."
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, is-is this a ""Saw"" thing? Are you seriously ""Saw""-ing the Vindicators?"
3,4,Vindicators 3  The Return of Worldender,Rick,"Morty I'm a drunk, not a hack."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"If you break the rules, lose the game or try to leave, you will die. Like in  ""Sawwww""."
3,4,Vindicators 3  The Return of Worldender,Rick,"Well, I-I-I think we've seen enough. I'll just figure out how to unplug this."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die."
3,4,Vindicators 3  The Return of Worldender,Vance,Screw this. I'm not playing his game. I'm gonna find us a way out of here.
3,4,Vindicators 3  The Return of Worldender,Rick,"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps."
3,4,Vindicators 3  The Return of Worldender,Vance,Why are you acting like that's not you?!
3,4,Vindicators 3  The Return of Worldender,Rick,"What part of ""blackout"" don't you understand? I thought you drank?"
3,4,Vindicators 3  The Return of Worldender,Vance,"Like cool drinking! Like sexy drinking, not this psycho trailer-park shit!"
3,4,Vindicators 3  The Return of Worldender,Morty,"Vance, stay calm..."
3,4,Vindicators 3  The Return of Worldender,Vance,"Oh, so you're the leader now because we gave you a jacket?! You're the learning-disabled kid we do photo-ops with!"
3,4,Vindicators 3  The Return of Worldender,Morty,"Okay, ouch, but..."
3,4,Vindicators 3  The Return of Worldender,Vance,"Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!"
3,4,Vindicators 3  The Return of Worldender,Alan,Give me one good reason why I shouldn't crush your windpipe!
3,4,Vindicators 3  The Return of Worldender,Rick,Because my epidermis is laced with a nanofiber defense mesh.
3,4,Vindicators 3  The Return of Worldender,Rick,"And because, like I said, I don't remember last night."
3,4,Vindicators 3  The Return of Worldender,Alan,I told you not to invite this mummified motherfucker back!
3,4,Vindicators 3  The Return of Worldender,Rick,"Alan, I'm not proud of what's happening here, but if you keep coming at me, there's gonna be another passenger on that ghost train."
3,4,Vindicators 3  The Return of Worldender,Morty,Guys!  I've figured it out.
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,Congrats! You did it-- it!
3,4,Vindicators 3  The Return of Worldender,Morty,It was a bit. All of the descriptors apply to all of you. Drunk Rick's point is that none of you are very special or different.  That's always his point.
3,4,Vindicators 3  The Return of Worldender,Supernova,"Let's just get through this as quickly as possible. Then, we'll deal with the two of you."
3,4,Vindicators 3  The Return of Worldender,Morty,The two of us?!  I hope you're proud of yourself!
3,4,Vindicators 3  The Return of Worldender,Rick,"Uh, I kind of am. I saved the goddamn universe."
3,4,Vindicators 3  The Return of Worldender,Morty,"That's not the issue, Rick!"
3,4,Vindicators 3  The Return of Worldender,Rick,"Ahh, it would've been if I hadn't."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"The Vindicators say their job is is to fight evil wherever it hides, but they don't... pick the location you'll... you'll never even hear them mention, because to fight darkness is to fight yourself."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Crocubot, don't!"
3,4,Vindicators 3  The Return of Worldender,Rick,"Huh, I'm seeing more croc than bot here."
3,4,Vindicators 3  The Return of Worldender,Supernova,Goddammit!
3,4,Vindicators 3  The Return of Worldender,Morty,"Uh, what happened on Dorian 5?"
3,4,Vindicators 3  The Return of Worldender,Supernova,Nothing!
3,4,Vindicators 3  The Return of Worldender,Alan,Nothing?! We exterminated a planet!
3,4,Vindicators 3  The Return of Worldender,Morty,"W-Wait, huh?"
3,4,Vindicators 3  The Return of Worldender,Supernova,Doomnomitron was hiding here! He's a shapeshifter! Destroying Dorian 5 was the only way to kill him!
3,4,Vindicators 3  The Return of Worldender,Morty,"Oh, o-okay. This again?"
3,4,Vindicators 3  The Return of Worldender,Rick,"You know,  I could have made a device to detect Doomnomitron from orbit like  that."
3,4,Vindicators 3  The Return of Worldender,Supernova,I'm not the one that didn't want you back. Alan was!
3,4,Vindicators 3  The Return of Worldender,Alan,If you lay those deaths at my doorstep one more time...
3,4,Vindicators 3  The Return of Worldender,Million Ants,Do not threaten her!
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Congrats, you did it!"
3,4,Vindicators 3  The Return of Worldender,Supernova,What the hell is Is-ra-el?
3,4,Vindicators 3  The Return of Worldender,Morty,I-It's just something Rick starts talking about whenever he's blackout drunk.
3,4,Vindicators 3  The Return of Worldender,Rick,"W-What? In w--In w-w-what--In what way? Like, w-w-what's my point?"
3,4,Vindicators 3  The Return of Worldender,Morty,"In a way that has no point! You just babble about defense budgets and the United Nations, and then you pass out!"
3,4,Vindicators 3  The Return of Worldender,Rick,"So, to be clear, I sometimes reference the geopolitical complexities of the topic, which is not the same as going to an anti-Semitic place."
3,4,Vindicators 3  The Return of Worldender,Million Ants,I have no stake in this.
3,4,Vindicators 3  The Return of Worldender,Rick,"I don't either. I-I'm just saying, if anything, the drunk version of me is probably so supportive of Israel, he wants what's best for it and..."
3,4,Vindicators 3  The Return of Worldender,Million Ants,"Hey, man, I'm not touching this. You do you."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Aloha... means hello and goodbye in Hawaii. But, uh, aloha means... has nothing to do with this room.  I'm so fucking drunk. Ugh, okay, here's the deal. I-I want to rest my eyes for a little bit. I'm--I'm not going to sleep. I just... just need to rest my eye, so let's make this one simple. Just try to hit some three-pointers."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"let's say... you have to hit... five three-pointers in... five minutes or, I don't know, the whole place--the whole planet will get blown up with a n-neutrino bomb. And try to make it a-a lesson about yourselves like, like how... selfish you a-are, or something. Also, Hawaii."
3,4,Vindicators 3  The Return of Worldender,Morty,"You guys hit the baskets. I'll disarm the drunkenly-improvised neutrino bomb. There's a 40% chance it's a dud, but y-you should still stay back."
3,4,Vindicators 3  The Return of Worldender,Rick,"Morty, how many of these...?"
3,4,Vindicators 3  The Return of Worldender,Morty,"Too many, Rick! Too many!"
3,4,Vindicators 3  The Return of Worldender,Rick,"Man, I am really getting high-roaded today."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,That's a three-pointer!
3,4,Vindicators 3  The Return of Worldender,Alan,Nice shot.
3,4,Vindicators 3  The Return of Worldender,Million Ants,Thank you.
3,4,Vindicators 3  The Return of Worldender,Alan,You two make quite a team.
3,4,Vindicators 3  The Return of Worldender,Supernova,We all do.
3,4,Vindicators 3  The Return of Worldender,Alan,"Yeah, I guess."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,That's a three-pointer!
3,4,Vindicators 3  The Return of Worldender,Alan,But you guys have always had a... an unspoken bond.
3,4,Vindicators 3  The Return of Worldender,Alan,"I mean, really unspoken. Like, ""let's-not-tell-my-husband"" unspoken."
3,4,Vindicators 3  The Return of Worldender,Supernova,"We aren't married anymore, Alan."
3,4,Vindicators 3  The Return of Worldender,Alan,"Sure, but were we married when you two were ""stranded"" on Delphi 6 for three days? Because I sensed something was weird when you can back. But what do I know about sensitivity? I'm just a phantom train conductor. You're the pile of ordinary bugs that fucked my wife!"
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,That's a three-pointer!
3,4,Vindicators 3  The Return of Worldender,Rick,Where the fuck is the lead wire?!
3,4,Vindicators 3  The Return of Worldender,Morty,"You always put it in the weirdest place! Um, uh, over here, maybe?"
3,4,Vindicators 3  The Return of Worldender,Rick,"Jesus Christ, what a shitty neutrino bomb. it's a miracle I actually every destroy anything."
3,4,Vindicators 3  The Return of Worldender,Morty,"Oh, I don't know. You managed to destroy just about everything today; the villains, the heroes, the lines between them, my childhood..."
3,4,Vindicators 3  The Return of Worldender,Rick,"Thank you. I appreciate it, Morty. I know you were sucking the Kool-Aid out of the Vindicators' dicks, so the fact that I was right about them must be pretty hard to admit."
3,4,Vindicators 3  The Return of Worldender,Morty,"Yeah, it is. You know why, Rick? Because when you're an asshole, it doesn't matter how right you are, nobody wants to give you the satisfaction."
3,4,Vindicators 3  The Return of Worldender,Rick,"I know. Everyone wants people they like to be right. That's why popular people are fucking dumb. And why your pretentious, poorly-written, high-budget friends back there can a eat a double-decker shit sandwich.  Disarmed."
3,4,Vindicators 3  The Return of Worldender,Morty,Holy shit. You're jealous.
3,4,Vindicators 3  The Return of Worldender,Supernova,YES! Is that what you want to hear?!
3,4,Vindicators 3  The Return of Worldender,Alan,"Did it feel good?! Did you like his six million wriggling legs more than my tragedy-stricken, half-ghost, half-tumescent penis?!"
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,That's a three-pointer!
3,4,Vindicators 3  The Return of Worldender,Morty,"Guys, stop! You're just proving my asshole grandpa right!"
3,4,Vindicators 3  The Return of Worldender,Supernova,You wish this was about sex! We loved each other! We had a child together.
3,4,Vindicators 3  The Return of Worldender,Alan,WHAT?!
3,4,Vindicators 3  The Return of Worldender,Supernova,"I conceived a child with Million Ants and it died inside me because it as HALF A MILLION ANTS AND HALF COLLAPSING STAR! And yes, he was better than you!"
3,4,Vindicators 3  The Return of Worldender,Alan,Yeah?
3,4,Vindicators 3  The Return of Worldender,Million Ants,One million times better!
3,4,Vindicators 3  The Return of Worldender,Alan,"ALL ABOOOOOOARD, MOTHERFUCKER!!!"
3,4,Vindicators 3  The Return of Worldender,Supernova,STOP!
3,4,Vindicators 3  The Return of Worldender,Rick,Oof! Didn't see that comin'.
3,4,Vindicators 3  The Return of Worldender,Supernova,Is that sarcasm?!  I don't want you slipping away then this is over! All of these deaths are on your hands!
3,4,Vindicators 3  The Return of Worldender,Rick,"Oh, come on, maybe a couple of them, but definitely not the train guy."
3,4,Vindicators 3  The Return of Worldender,Supernova,All of them.
3,4,Vindicators 3  The Return of Worldender,Rick,O-kayyy...
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Congrats, you did it!"
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"All right, buy now, I've been pretty clear that I thunk the Vindicators are  full of shit. But... you do have one thing I'll never have. And that thing is the only part of the Vindicators with any value to me. if you know what it is, place it on the platform.Guess wrong and the pla... planet will explode. And probably the solar system, 'cause I kind of fucking eyeballed the neutrino bombs on this one."
3,4,Vindicators 3  The Return of Worldender,Supernova,"So what's the trick? Morty, you're the Drunk Rick expert."
3,4,Vindicators 3  The Return of Worldender,Morty,"I think... no matter what we put on there, we die. he said it's the part of the Vindicators he values. That means nothing. He wants our last moment alive to be spent knowing how few fucks he gave."
3,4,Vindicators 3  The Return of Worldender,Supernova,"Jesus! Okay, open to second opinions!"
3,4,Vindicators 3  The Return of Worldender,Rick,I could--It could be Morty.
3,4,Vindicators 3  The Return of Worldender,Morty,What?
3,4,Vindicators 3  The Return of Worldender,Rick,"Hey, I don't know. I mean, look, when I get drunk, I get stupid and emotional and there's no logic to it. it's, like, possible I got so drunk, I felt like I was losing Morty to the Vindicators, and maybe this is my way of saying ""Okay, you can have him, but only if you know how important he is, otherwise I'll kill you."""
3,4,Vindicators 3  The Return of Worldender,Million Ants,That is a... really specific guess.
3,4,Vindicators 3  The Return of Worldender,Rick,"Look, I... there's nothing in the room but us. I'm just using logic to connect some dots. It's the best guess I've got."
3,4,Vindicators 3  The Return of Worldender,Supernova,But you're betting our lives on it.
3,4,Vindicators 3  The Return of Worldender,Morty,I'll cover that bet. I get it.
3,4,Vindicators 3  The Return of Worldender,Rick,"Well, Morty, I think you're making that smirky face because you're misinterpreting the moment. I am not being coy about some hidden love for you. I want to be really clear that, if anyone has a better guess, like, if I gave you an amulet last night, or..."
3,4,Vindicators 3  The Return of Worldender,Rick,"Oh, shit."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Sorry, I'm... not good at goodbyes. It looks like I'm never gonna see you again. I can't really roll with the hero types, and I don't... th-they don't want me around. But I want... you to know, even if I didn't show it at the time, II really appreciated you sticking by me."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Goddammit, why am I crying? It makes no sense."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"Ugh, y-you're probably confused because we barely know each other..."
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"...but you really stuck your neck out  when you gave me props for my awesome jokes in the briefing room. Everybody else had their heads so far up their ass. Even my own grandson is like, ""Oh, the Vindicators are so cool."" I mean, he's a moron, it's their... demographic. But you're different, Noob-Noob."
3,4,Vindicators 3  The Return of Worldender,Morty,...Motherfucker!
3,4,Vindicators 3  The Return of Worldender,Drunk Rick,"You're fucking cool! And you're smart! And I bet we coulda hung out and shit! And I hope you get to be a full-fledged Vindicator! A-And d-do me a favor. Do-Don't let him know I... I got emotional. But you can tell him one thing. Tell him I said... Oh, fuck. Okay, I just shit myself. Okay, later."
3,4,Vindicators 3  The Return of Worldender,Rick,"W--Dude, Morty, what happened i...?"
3,4,Vindicators 3  The Return of Worldender,Morty,Shut up.
3,4,Vindicators 3  The Return of Worldender,Million Ants,I sense this means we are not drying.
3,4,Vindicators 3  The Return of Worldender,Supernova,Not all of us.
3,4,Vindicators 3  The Return of Worldender,Million Ants,Sweetheart?
3,4,Vindicators 3  The Return of Worldender,Supernova,"Just let Titty-Bean do this, Snuzzles. It's for the greater good."
3,4,Vindicators 3  The Return of Worldender,Morty,Greater good?!
3,4,Vindicators 3  The Return of Worldender,Rick,Titty-Bean?
3,4,Vindicators 3  The Return of Worldender,Supernova,"It's like you said, Morty"
3,4,Vindicators 3  The Return of Worldender,Morty,Never said that!
3,4,Vindicators 3  The Return of Worldender,Supernova,It's the galaxy's faith in the Vindicators that keeps the galaxy secure!
3,4,Vindicators 3  The Return of Worldender,Rick,"Yeah, I feel safer already."
3,4,Vindicators 3  The Return of Worldender,Morty,No doubt. Who do we make the check out to?
3,4,Vindicators 3  The Return of Worldender,Rick,"I'll say, we are gettin' some good licks in while choking to death."
3,4,Vindicators 3  The Return of Worldender,Morty,Right?
3,4,Vindicators 3  The Return of Worldender,Million Ants,"Titty-Bean, listen to me. When you came to me, I was merely a sentient colony of ants. It was your beliefs, your pursuit of justice, that taught me to be a man."
3,4,Vindicators 3  The Return of Worldender,Supernova,When did it get so complicated?
3,4,Vindicators 3  The Return of Worldender,Million Ants,Who knows? But we can make it simple again.
3,4,Vindicators 3  The Return of Worldender,Supernova,You were always the romantic.  Which is why you can't leave either.
3,4,Vindicators 3  The Return of Worldender,Supernova,"Goodbye, my love."
3,4,Vindicators 3  The Return of Worldender,Rick,Damn! She double-crossed Snuzzles!
3,4,Vindicators 3  The Return of Worldender,Supernova,Silence! I'm going to enjoy this...
3,4,Vindicators 3  The Return of Worldender,Announcer,"Let's give a huge thanks to Rick Sanchez for killing Worldender, putting this awesome party together, and for booking one of the hottest talents out there"
3,4,Vindicators 3  The Return of Worldender,Rick,"Look at that. Geez, I must've planned a whole party. Invited a bunch of people. Not bad, Drunk Rick, not bad."
3,4,Vindicators 3  The Return of Worldender,Morty,"Rick, Supernova's getting away!"
3,4,Vindicators 3  The Return of Worldender,Rick,"Ah, who cares?"
3,4,Vindicators 3  The Return of Worldender,Morty,But.. she was trying to kill us!
